CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000300104955,Al Dawaa Pharmacy five hundred nineteen,283,0.00%,,,,
10000300304621,Chouf Optics,283,0.00%,,,,
10000300113378,Tutia Optical Salam,282,0.00%,,,,
10000300261573,Alpha Medical Company,281,0.00%,,,,
10000300249651,Barakat Optical,281,0.00%,,,,
10000300143961,AlDawaa Pharmacy One thousand and seventeen,281,0.00%,,,,
10000300241328,Al Dawaa Pharmacy one thousand one hundred twenty six,280,0.00%,,,,
10000300069521,Pharmacy  Nahdi  Five,279,0.00%,,,,
10000300215504,noor almadar optical,278,0.00%,,,,
10000300182589,DR EMAN S ALABRA MEDICAL CENTER,277,0.00%,,,,
10000300182837,AlDawaa Pharmacy Four hundred and twenty three,277,0.00%,,,,
10000300164298,Pharmacy Nahdi eleven,276,0.00%,,,,
10000300041405,Al Duliman optics HASA,275,0.00%,,,,
10000300109327,Pharmacy Nahdi One Three,274,0.00%,,,,
10000300115191,ALNAHDI PHARMACY 25,274,0.00%,,,,
10000300248414,Jamal Muhammad Ahmad Alkhanani Medical Complex,273,0.00%,,,,
10000300161674,Pharmacy Nahdi One Five Three,272,0.00%,,,,
10000300152632,Pharmacy Nahdi Five Eight,272,0.00%,,,,
10000300222070,optics of AlAbeer International Medical Company,272,0.00%,,,,
10000300078845,Al Dawaa Pharmacy four hundred and ninety four,271,0.00%,,,,
10000300115795,AlDawaa Pharmacy One hundred and twenty seven,271,0.00%,,,,
10000300147228,Pharmacy Nahdi Six Seven,271,0.00%,,,,
10000300276969,naqaa alain qurban,270,0.00%,,,,
10000300192851,Bayet Anazarat International Optical Center,270,0.00%,,,,
10000300127246,Al Dawaa Pharmacy six hundred eighteen,270,0.00%,,,,
10000300118682,Alkhibrah General Medical Complex,270,0.00%,,,,
10000300133905,AL-SALMAN OPTICAL Hawtah Sudayr,269,0.00%,,,,
10000300058730,Al Dawaa Pharmacy five hundred twenty three,268,0.00%,,,,
10000300068804,Pharmacy Nahdi Nine Zero,267,0.00%,,,,
10000300133475,Pharmacy Nahdi  One Four,267,0.00%,,,,
10000300184817,ALDAWAA,267,0.00%,,,,
10000300188115,Pharmacy Nahdi Two Seven Two,267,0.00%,,,,
10000300104906,AlDawaa Pharmacy five hundred and thirty nine,267,0.00%,,,,
10000300121033,Hussam Optics Rabgh,266,0.00%,,,,
10000300084496,Pharmacy Nahdi One Nine Zero,266,0.00%,,,,
10000300253802,consolidation medical company,266,0.00%,,,,
10000300127212,Pharmacy Nahdi Two Five Two,265,0.00%,,,,
10000300116496,MASAN MEDICAL COMPLEX,265,0.00%,,,,
10000300312186,Alam Al Razi Medical Complex,264,0.00%,,,,
10000300241567,farza optical 2,264,0.00%,,,,
10000300308903,AlSalman Optics Gosaibi Village Store,263,0.00%,,,,
10000300266184,Medical Kidney Care Company,263,0.00%,,,,
10000300163373,Al dawaa Pharmacy one thousand two hundred,262,0.00%,,,,
10000300275615,HADDAD OPTICS CO - Al Mahdud- Al Zahraa,262,0.00%,,,,
10000300120498,Pharmacy Nahdi Three Eight One,261,0.00%,,,,
10000300081054,Farza Medical Glasses and Sunglasses Store - Bisha,261,0.00%,,,,
10000300077136,Al Dawaa Pharmacy six hundred sixty five,261,0.00%,,,,
10000300237847,Al Dawaa Pharmacy one thousand one hundred nine,261,0.00%,,,,
10000300033899,AlDawaa Pharmacy Four hundred and fifty five,260,0.00%,,,,
10000300134168,Pharmacy Nahdi Seven Three,260,0.00%,,,,
10000300108600,Pharmacy Nahdi Two Three Eight,260,0.00%,,,,
10000300064506,Aldawaa pharmacy nine hundred and sixteen,260,0.00%,,,,
10000000003006,Prince Mishari bin Saud Hospital,257,0.00%,,,,
10000300101845,AlDawaa Pharmacy Fifty five,257,0.00%,,,,
10000300101142,AlDawaa Pharmacy Four hundred and seventy nine,256,0.00%,,,,
10000300172432,Al Dawaa Pharmacy six hundred fifty nine,256,0.00%,,,,
10000300155874,AlDawaa Pharmacy One hundred and thirty nine,253,0.00%,,,,
10000300047592,AlDawaa Pharmacy Thirty one,252,0.00%,,,,
10000300141767,Saggaf Optics Red Sea Mall,252,0.00%,,,,
10000300184676,alya optical,252,0.00%,,,,
10000300256326,Glory Clinics,251,0.00%,,,,
10000300069596,Pharmacy Nahdi Nine One,251,0.00%,,,,
10000300075973,Pharmacy Nahdi twenty two,251,0.00%,,,,
10000300189105,al jazera,250,0.00%,,,,
10000300238290,AlDawaa Pharmacy one thousand seventy five,249,0.00%,,,,
10000300078555,Nahdi Pharmacy  Two,249,0.00%,,,,
10000000045565,Seha Virtual Hospital,248,0.00%,,,,
10000300280631,Medical Specialties Company,248,0.00%,,,,
10000000016136,kilo14,248,0.00%,,,,
10000300100128,Al Dawaa Pharmacy eight hundred thirty,248,0.00%,,,,
10000300065347,LAZORD CLINIC,247,0.00%,,,,
10000300183751,AlDawaa Pharmacy Three hundred and ten,246,0.00%,,,,
10000300193370,AlDawaa Pharmacy One thousand and fifty,246,0.00%,,,,
10000300251723,ALMAHAOPTICAL DIRAB,246,0.00%,,,,
10000300138052,Bayt Anazarat International Optical Center in Buraydah category-A,245,0.00%,,,,
10000000014848,Al-Naeem Health Center,245,0.00%,,,,
10000300161021,Pharmacy Nahdi Six Zero,245,0.00%,,,,
10000300094693,eight hundred twenty five,244,0.00%,,,,
10000000040442,Al Bawadi Health Center 1,243,0.00%,,,,
10000300282165,AlDawaa Pharmacy one thousand three hundred,243,0.00%,,,,
10000300322102,OPTCAL fFARZA,242,0.00%,,,,
10000000003618,Rafha Central Hospital,242,0.00%,,,,
10000300058656,Pharmacy Nahdi Five Six,241,0.00%,,,,
10000300111521,AlDawaa Pharmacy Seven hundred and seven,241,0.00%,,,,
10000300178280,Al Dawaa Pharmacy five hundred ninety one,240,0.00%,,,,
10000300326822,Pharmacy Nahdi Two NineFive,240,0.00%,,,,
10000300127683,Pharmacy Nahdi Eight,240,0.00%,,,,
10000300264114,Pharmacy Nahdi  One  Two  Two,239,0.00%,,,,
10000300093091,Pharmacy Nahdi One Three,238,0.00%,,,,
10000300166483,Al Dawaa Pharmacy four hundred fifty nine,238,0.00%,,,,
10000300309133,Medical Zone Company,237,0.00%,,,,
10000300249347,Dawali center,237,0.00%,,,,
10000300053533,Pharmacy Nahdi Five Five,236,0.00%,,,,
10000300107966,Pharmacy Nahdi Two Six Three,236,0.00%,,,,
10000300097225,Pharmacy Nahdi Three Five Six,234,0.00%,,,,
10000300075676,EBN CENA DENTAL CLINIC,233,0.00%,,,,
10000300140736,Al Amin Hearing Aid Center,233,0.00%,,,,
10000300061395,AlDawaa Pharmacy One hundred and ninety one,231,0.00%,,,,
10000300106562,six hundred seventy four,231,0.00%,,,,
10000300257746,Al Dawaa Pharmacy one thousand two hundred and thirty nine,231,0.00%,,,,
10000300189188,Al Nahdi Medical Company,231,0.00%,,,,
10000300318217,Integrated Medical Care Services Company Al Hamra Branch,230,0.00%,,,,
10000300138094,Pharmacy Nahdi Five Eight,229,0.00%,,,,
10000300189832,AlDawaa Pharmacy Two hundred and ten,229,0.00%,,,,
10000300205000,Anfas Medical Care,228,0.00%,,,,
10000300234984,Al Dawaa Pharmacy one thousand one hundred nineteen,228,0.00%,,,,
10000300070537,Pharmacy Nahdi Two Nine Eight,227,0.00%,,,,
10000300055637,AlDawaa Pharmacy One thousand and nine,227,0.00%,,,,
10000300091301,AlDawaa Pharmacy Four hundred and fifty,226,0.00%,,,,
10000300178777,Al Dawaa Pharmacy eight hundred twenty two,226,0.00%,,,,
10000300113071,AlDawaa Pharmacy One thousand and twenty six,225,0.00%,,,,
10000300119284,AlDawaa Pharmacy One thousand and fourteen,225,0.00%,,,,
10000000016056,Gowaizah Primary Health Care,225,0.00%,,,,
10000300035621,Pharmacy Nahdi Four Six,224,0.00%,,,,
10000300104781,AlDawaa Pharmacy Two hundred and four,224,0.00%,,,,
10000300061221,FARZA OPTICS,224,0.00%,,,,
10000300300793,DOHA HEALTH PHARMACY,224,0.00%,,,,
10000300195722,Enayet Alaufq Medical Complex,223,0.00%,,,,
10000300135934,Amin Abdullah Ahmed Shaykh Nasir Co Dental,222,0.00%,,,,
10000300246939,royal polyclinic,221,0.00%,,,,
10000000008444,Al Mubarkiya PHC,220,0.00%,,,,
10000300086376,ALNAHDI PHARMACY 22,220,0.00%,,,,
10000000004115,ASEER CENTRAL HOSPITAL,219,0.00%,,,,
10000300195193,Pharmacy Nahdi Two Eight Zero,219,0.00%,,,,
10000300192745,Pharmacy Nahdi Seven One,219,0.00%,,,,
10000300117197,Al Dawaa Pharmacy eight hundred twenty eight,219,0.00%,,,,
10000300305727,BaraSeen,218,0.00%,,,,
10000000014726,Al Faisaliah Health Center,218,0.00%,,,,
10000300276928,Tabeebok House Polyclinic,218,0.00%,,,,
10000000016242,Alraghamah Primary Health Care,217,0.00%,,,,
10000300212576,AlDawaa Pharmacy one thousand one hundred six,217,0.00%,,,,
10000300114319,Pharmacy Nahdi Eight Four,217,0.00%,,,,
10000300242110,Al Dawaa Pharmacy one thousand one hundred twenty three,217,0.00%,,,,
10000300067541,Pharmacy Nahdi One One Three,216,0.00%,,,,
10000300323423,AlDawaa Pharmacy one thousand two hundred and seventyfour,215,0.00%,,,,
10000300064720,Aldawaa Pharmacy Seven hundred and five,214,0.00%,,,,
10000300081294,Nahdi Pharmacy Forty two,210,0.00%,,,,
10000300169016,ALDAWAA,205,0.00%,,,,
10000300116744,Pharmacy Nahdi One One Three,203,0.00%,,,,
10000300034723,alshaya vision express khayma,203,0.00%,,,,
10000300173232,aloudha general medical complex,203,0.00%,,,,
10000300121355,Eradah Physical therapy Center,202,0.00%,,,,
10000300294129,Jahear Company Jeddah Branch,202,0.00%,,,,
10000300170055,nahdi pharmacy 23,201,0.00%,,,,
10000300183652,Pharmacy Nahdi One Two Three,200,0.00%,,,,
10000300155791,ALDAWAA ALAWLA,199,0.00%,,,,
10000000003125,King Abdullah Hospital Bisha,198,0.00%,,,,
10000300304506,Naqaa Alain amluga,198,0.00%,,,,
10000300318209,Pharmacy Nahdi One Four  Three,197,0.00%,,,,
10000300067335,Pharmacy  Nahdi Six,195,0.00%,,,,
10000300272950,Aldawaa Pharamacy one thousand eighty three,195,0.00%,,,,
10000300190897,Stars Smile Medical Clinics Complex,195,0.00%,,,,
10000000038941,omalsalm,194,0.00%,,,,
10000300033956,Al Dawaa Pharmacy five hundred forty two,194,0.00%,,,,
10000300122650,Pharmacy Nahdi Five Seven,194,0.00%,,,,
10000300146121,Al Dawaa Pharmacy two hundred forty five,194,0.00%,,,,
10000300185459,arrazi optical,191,0.00%,,,,
10000000029343,king salman specialist hospital,191,0.00%,,,,
10000300169412,Al Duliman Optics QATF,190,0.00%,,,,
10000300178009,Pharmacy Nahdi Five  Five,190,0.00%,,,,
10000300035282,eight hundred nine,190,0.00%,,,,
10000300295233,Medical Experts Care Group Company,190,0.00%,,,,
10000300142740,Al Duliman Optics OTHS,190,0.00%,,,,
10000000015101,Mushrifa Health Center,189,0.00%,,,,
10000300290895,Pure Health Medical Company,188,0.00%,,,,
10000300262225,ALPHA HEALTH CARE,188,0.00%,,,,
10000300072798,Al Dawaa Pharmacy eight hundred one,188,0.00%,,,,
10000300142054,Pharmacy Nahdi One Eight,188,0.00%,,,,
10000300224035,Mind Care Clinics,187,0.00%,,,,
10000300118617,Pharmacy Nahdi Two Three,186,0.00%,,,,
10000300177019,Al Dawaa Pharmacy five hundred sixty five,186,0.00%,,,,
10000300149521,Pharmacy Nahdi One Two,186,0.00%,,,,
10000300136122,AlDawaa Pharmacy Four hundred and fifty three,186,0.00%,,,,
10000300117593,ANEES MEDICAL COMPLEX,185,0.00%,,,,
10000300099726,Thamood Pharmacy,185,0.00%,,,,
10000300086913,Pharmacy Nahdi Nine Four,185,0.00%,,,,
10000300336201,Pharmacy Nahdi Four Two Three,184,0.00%,,,,
10000300166608,Optics Farzah-Khamis Mushayt,184,0.00%,,,,
10000300304795,Panorama Dental Complex,184,0.00%,,,,
10000300053129,AlDawaa Pharmacy Twenty four,182,0.00%,,,,
10000300119714,Pharmacy Nahdi Nine Two,182,0.00%,,,,
10000300262399,Primary Care Center of Excellence Twoo,182,0.00%,,,,
10000300190327,Pharmacy Nahdi six,181,0.00%,,,,
10000300290028,Rawnaq Al Hayat Medical co,181,0.00%,,,,
10000300318621,Madeeda,180,0.00%,,,,
10000300064308,Pharmacy Nahdi Seven Five,179,0.00%,,,,
10000300046594,AlDawaa Pharmacy Four hundred and forty four,179,0.00%,,,,
10000300194592,almahaopticals,179,0.00%,,,,
10000300190400,AlDawaa Pharmacy Five hundred and fifty eight,178,0.00%,,,,
10000300279039,pioneer care center,178,0.00%,,,,
10000300079538,Pharmacy Nahdi One Three,177,0.00%,,,,
10000300293139,Integrated Medical Care Services Company Monsiya Female Branch,177,0.00%,,,,
10000300041538,Pharmacy Nahdi Two Four Nine,176,0.00%,,,,
10000300190301,Aldawaa Pharmacy Three hundred and ninety eight,176,0.00%,,,,
10000300054929,AlDawaa Pharmacy One thousand and thirty three,176,0.00%,,,,
10000300104013,Al Nahdi Pharmacy two hundred and thirteen,176,0.00%,,,,
10000300034681,Pharmacy Nahdi Seven Six,174,0.00%,,,,
10000300294889,Integrated Medical Care Services Company Monsiya Male Branch,174,0.00%,,,,
10000300332697,Fakeeh Vision Company Almuhamadia Branch,174,0.00%,,,,
10000300115290,Pharmacy Nahdi One Zero Four,174,0.00%,,,,
10000300277272,Pharmacy is one thousand one hundred and fortyone,173,0.00%,,,,
10000000009046,Dana Health Center,173,0.00%,,,,
10000300063888,Al Nahdi Medical Company,173,0.00%,,,,
10000300149935,AlHamid Optical Foundation in Buraydah,173,0.00%,,,,
10000000015809,Almatar Alqadeem Primary Health Care,172,0.00%,,,,
10000300115233,Al Dawaa Pharmacy five hundred twenty four,172,0.00%,,,,
10000000029385,Prince Faisal Bin Khaled cardiac Center,171,0.00%,,,,
10000300045455,Pharmacy  Nahdi  Two  Nine,171,0.00%,,,,
10000300030150,Pharmacy Nahdi Two Nine,171,0.00%,,,,
10000300112537,Tutia Optical  Shifa,170,0.00%,,,,
10000300304522,Al dawaa Pharmacy   nine hundred ninety eight,170,0.00%,,,,
10000300257415,Dia layes Medical Company,169,0.00%,,,,
10000300238381,Aldawaa pharmacy one thousand two hundred twenty and five,169,0.00%,,,,
10000300267604,shifa medics Health Care,168,0.00%,,,,
10000300220413,Al Dawaa Pharmacy one thousand one hundred two,168,0.00%,,,,
10000300143177,zahrat algame medical group,168,0.00%,,,,
10000300141577,International Center for Ophthalmology,167,0.00%,,,,
10000300111562,FARZA OPTICS - DAMMAM 1,167,0.00%,,,,
10000300133376,Pharmacy Nahdi Five Six,167,0.00%,,,,
10000300086251,AlDawaa Pharmacy Four hundred and fifty five,167,0.00%,,,,
10000300187877,Al Dawaa Pharmacy five hundred ninety nine,165,0.00%,,,,
10000300167598,AlDawaa Pharmacy Five hundred and twenty six,163,0.00%,,,,
10000300064282,Al Dawaa Pharmacy five hundred five,162,0.00%,,,,
10000300051958,optical  2,162,0.00%,,,,
10000300080692,AlDawaa Pharmacy Five hundred and sixty seven,162,0.00%,,,,
10000300176060,Seven Medical Rehabilitation,162,0.00%,,,,
10000000009290,PHC sihat3,162,0.00%,,,,
10000000009181,khuzama,162,0.00%,,,,
10000300300108,Alnahdi Pharmacy three hundred eight hundred and,161,0.00%,,,,
10000300119482,AlDawaa Pharmacy Four hundred sixty,161,0.00%,,,,
10000300278122,Al Dawaa Pharmacy One thousand eighty eight,161,0.00%,,,,
10000300102751,AlDawaa Pharmacy forty nine,159,0.00%,,,,
10000300102082,Pharmacy Nahdi Eight Nine,159,0.00%,,,,
10000000009437,Showaikah PHC,159,0.00%,,,,
10000300079082,Pharmacy Nahdi Eight One,159,0.00%,,,,
10000300099577,Aldawaa Pharmacy One hundred and seventy one,158,0.00%,,,,
10000300036249,AlDawaa Pharmacy One thousand forty eight,157,0.00%,,,,
10000300316252,Integrated Medical Care Services Company Golden Belt Branch,157,0.00%,,,,
10000300338314,Al Abeer Medical Centers Company Complex in Al Hamdaniya,157,0.00%,,,,
10000300232327,Saggaf Optics Jeddah Park Center,155,0.00%,,,,
10000300072186,Pharmacy Nahdi  fifteen,152,0.00%,,,,
10000300321351,AlDawaa Pharmacy One Thousand Three Hundred and Three,152,0.00%,,,,
10000000009152,Mutlaqia,151,0.00%,,,,
10000300344049,Magrabi Optical Arab Mall branch,151,0.00%,,,,
10000300111869,Pharmacy  Nahdi Five Six,151,0.00%,,,,
10000300310297,Star Smile Dental Company Complex,151,0.00%,,,,
10000300179411,Al dawaa Pharmacy one thousand thirty four,151,0.00%,,,,
10000300205620,AlDawaa Pharmacy One thousand sixty six,149,0.00%,,,,
10000300062096,Pharmacy  Nahdi  Twenty seven,149,0.00%,,,,
10000300176300,Pharmacy  Nahdi  Eighteen,149,0.00%,,,,
10000300125125,KHALID PHYSIOTHERAPY AND MEDICAL REHABILITATION  CENTER,148,0.00%,,,,
10000300249271,AlDawaa Pharmacy one thousand seventy seven,148,0.00%,,,,
10000300053350,Al dawaa Pharmacy one thousand fifty seven,148,0.00%,,,,
10000300134259,Al Dawaa Pharmacy five hundred eighteen,148,0.00%,,,,
10000000001472,Alqunfuthah General Hospital,147,0.00%,,,,
10000300282686,AlDawaa Pharmacy one thousand three hundred and one,147,0.00%,,,,
10000300136502,Al Dawaa Pharmacy five hundred sixty four,146,0.00%,,,,
10000300096110,AlDawaa Pharmacy Seven hundred and thirty four,146,0.00%,,,,
10000300085485,Pharmacy Nahdi One Zero Three,146,0.00%,,,,
10000300276621,Naqaa Alain Hezam,146,0.00%,,,,
10000000003916,King Fahad Specialist Hospital,145,0.00%,,,,
10000000000783,KING ABDULLAZIZ UNIVERSITY HOSPITAL,145,0.00%,,,,
10000300293329,Tabahi Medical Company,144,0.00%,,,,
10000300061569,Pharmacy Nahdi Three Zero,142,0.00%,,,,
10000300302047,Pharmacy Nahdi three  eight,142,0.00%,,,,
10000300290176,eye optcal,141,0.00%,,,,
10000300124797,AlDawaa Pharmacy Forty two,139,0.00%,,,,
10000000001702,al muzahmiya general hospital,138,0.00%,,,,
10000300059159,nahdi pharmacy 32,137,0.00%,,,,
10000300342282,Wellcare general medical complex,137,0.00%,,,,
10000300145552,Nahdi Pharmacy forty four,136,0.00%,,,,
10000300156385,Pharmacy Nahdi Two Two Four,136,0.00%,,,,
10000300342167,Al Abeer International Medical Company Limited complex in Taif,136,0.00%,,,,
10000300197363,AVICENA DENTAL CENTER - DAMMAM JAMEAYEIN,136,0.00%,,,,
10000300218664,Ram Medical Clinics Comple,134,0.00%,,,,
10000300078076,Al Dawaa Pharmacy five hundred forty one,134,0.00%,,,,
10000300058573,alshoof optical- D,133,0.00%,,,,
10000300066436,AlDawaa Pharmacy Four hundred and thirty one,133,0.00%,,,,
10000300207030,AlDawaa Pharmacy number Seven hundred and twenty,132,0.00%,,,,
10000300075833,Pharmacy Nahdi Three Six One,132,0.00%,,,,
10000300086699,AlBadr AlHadith Medical Complex specializing in dentistry and dermatology,131,0.00%,,,,
10000300155304,Al Dawaa Pharmacy five hundred sixty three,131,0.00%,,,,
10000300057120,AlMassar AlMakki General Medical Complex,130,0.00%,,,,
10000300083639,AlDawaa Pharmacy Two hundred and eight,130,0.00%,,,,
10000300113493,ibn hayan optical,130,0.00%,,,,
10000300181946,Pharmacy Nahdi One Zero Four,130,0.00%,,,,
10000000008886,Doha Health Center,129,0.00%,,,,
10000300146691,Al Dawaa Pharmacy five hundred forty nine,129,0.00%,,,,
10000300079108,Dr Salem Basaffar Eye Complex,129,0.00%,,,,
10000300177811,Pharmacy Nahdi One One Four,127,0.00%,,,,
10000000009123,hthahabe,126,0.00%,,,,
10000300037551,Molecular Imaging Center,126,0.00%,,,,
10000300067798,Al Dawaa Pharmacy six hundred fifty two,124,0.00%,,,,
10000300315502,AlSalman Optics Alhamra Mall Store,124,0.00%,,,,
10000300237078,Aldawaa Pharamacy one thousand seventy one,124,0.00%,,,,
10000300319900,  Al dawaa Pharmacy   one thousand one hundred sixty eight,124,0.00%,,,,
10000300054226,Badghis Optics,124,0.00%,,,,
10000300081153,Al Dawaa Pharmacy seven hundred and forty three,124,0.00%,,,,
10000300245303,Siaf Clinic Medical Complex,124,0.00%,,,,
10000000003955,Duba Hospital,123,0.00%,,,,
10000300128798,Pharmacy Nahdi One Six Five,123,0.00%,,,,
10000300145768,Pharmacy Nahdi Three Six,122,0.00%,,,,
10000300239215,Al Dawaa Pharmacy one thousand one hundred twenty five,122,0.00%,,,,
10000300299029,AlDawaa Pharmacy One Thousand and Ninety Six,122,0.00%,,,,
10000300051446,Pharmacy Nahdi Three Five Four,122,0.00%,,,,
10000300341292,Al Nahdi Care Company Limited is a one personÂ  company,122,0.00%,,,,
10000300184536,alesawi,120,0.00%,,,,
10000300305594,Zoom  Optics twelve,120,0.00%,,,,
10000000003660,tabarjal hospital,119,0.00%,,,,
10000000001680,Al-Sulayyil General Hospital,119,0.00%,,,,
10000000015063,Alrehab Primary Health Care,118,0.00%,,,,
10000300062088,Al Dawaa Pharmacy eight hundred sixty two,118,0.00%,,,,
10000300201058,Image Dental Clinic,117,0.00%,,,,
10000300131537,AlDawaa Pharmacy Four hundred and forty six,117,0.00%,,,,
10000300136379,AlDawaa Pharmacy number One hundred twenty two,117,0.00%,,,,
10000300139258,ALBARAKAH,117,0.00%,,,,
10000300307855,Pharmacy Nahdi One Four,117,0.00%,,,,
10000300031257,Pharmacy Nahdi Three  Three,116,0.00%,,,,
10000300051602,CU OPTICS,116,0.00%,,,,
10000300047659,Pharmacy Nahdi Two Nine Nine,116,0.00%,,,,
10000300178926,AlDawaa Pharmacy Two hundred and three,115,0.00%,,,,
10000300325717,AlSalman Optics Nuzha Store,115,0.00%,,,,
10000300103304,Pharmacy Nahdi One Zero Seven,115,0.00%,,,,
10000300258819,CU OPTICS JAZEERA,115,0.00%,,,,
10000300082409,Oyoon,114,0.00%,,,,
10000300306683,Al-Dawaa Pharmacy No-1161,114,0.00%,,,,
10000300030739,Pharmacy  Nahdi twenty six,113,0.00%,,,,
10000300124763,AlDawaa Pharmacy one thousand two hundred and sixty,113,0.00%,,,,
10000300124250,Aldawaa Pharamacy,112,0.00%,,,,
10000300043765,Al dawaa Pharmacy one thousand and fifty six,111,0.00%,,,,
10000300113741,Al Dawaa Pharmacy eight hundred three,111,0.00%,,,,
10000000014723,Alhamraa PHC,111,0.00%,,,,
10000300228937,Elite Skills Center,110,0.00%,,,,
10000300104559,AlDawaa Pharmacy Four hundred and seventy two,110,0.00%,,,,
10000300046263,Pharmacy Nahdi Four Zero,109,0.00%,,,,
10000300168414,AlDawaa Pharmacy number one hundred and one,109,0.00%,,,,
10000300312590,Pharmacy One Thousand and Ninety Eight,108,0.00%,,,,
10000300074885,Pharmacy Nahdi Nine Seven,108,0.00%,,,,
10000300148580,Al Dawaa Pharmacy Four hundred and fifty six,108,0.00%,,,,
10000300086897,Al Dawaa Pharmacy five hundred eleven,107,0.00%,,,,
10000000009463,PHC Nasra,106,0.00%,,,,
10000300092424,Pharmacy Nahdi One Six,106,0.00%,,,,
10000000016216,kilo13,105,0.00%,,,,
10000300173216,Aldawaa Pharamacy one thousand sixty four,105,0.00%,,,,
10000000048106,alwaha ejh,105,0.00%,,,,
10000300317086,Al Raj Medical Complex,104,0.00%,,,,
10000300195995,AlDawaa Pharmacy Four hundred and sixty one,104,0.00%,,,,
10000300083886,Perfect care clinic,103,0.00%,,,,
10000300311071,Pharmacy  Nahdi  One Four Zero,103,0.00%,,,,
10000300204441,Pharmacy Nahdi Two Four Eight,103,0.00%,,,,
10000300300280,Al dawaa Pharmacy nine hundred ninety and seven,102,0.00%,,,,
10000300088901,optical 1,102,0.00%,,,,
10000300309281,Al Dawaa Pharmacyone thousand one hundred thirty nine,102,0.00%,,,,
10000300157292,Aldawaa Pharmacy one hundred and seventy,101,0.00%,,,,
10000300241724,Aldawaa Pharamacyone thousand seventy three,100,0.00%,,,,
10000000009578,Dareen PHC,100,0.00%,,,,
10000000002398,King fahad specialist hospital buraidah,100,0.00%,,,,
10000000001148,AL YAMAMAH HOSPITAL,99,0.00%,,,,
10000300328604,AlDawaa Pharmacy one thousand two hundred and eighty nine,99,0.00%,,,,
10000300134192,Central Medical Care,99,0.00%,,,,
10000300138227,Al Dawaa Pharmacy five hundred seventeen,99,0.00%,,,,
10000300133137,Al Nahdi Medical Company,98,0.00%,,,,
10000000001920,Al-Nairia,98,0.00%,,,,
10000300037130,dorat al-maha,98,0.00%,,,,
10000300280664,Naqaa Alain ALAZIZIAH,98,0.00%,,,,
10000300315064,AlSalman Optics AlNoor Mall Store,97,0.00%,,,,
10000300303912,Waht Alhjaz Medical Center,97,0.00%,,,,
10000300324546,AlDawaa Pharmacy one thousand three hundred and six,97,0.00%,,,,
10000300240106,Aldawaa pharmacy one thousand seventy and six,95,0.00%,,,,
10000300312129,Integrated Care Medical Services Company  Al Nada,95,0.00%,,,,
10000300312202,Naqaa Alain Al Wajh,94,0.00%,,,,
10000000008950,Al Raka District PHC,94,0.00%,,,,
10000300037296,Aldawaa Pharamacy one thousand sixty three,93,0.00%,,,,
10000300190251,AlDawaa Pharmacy Five hundred and fifty nine,93,0.00%,,,,
10000300073721,Pharmacy Nahdi Three Five,92,0.00%,,,,
10000300297072,Shumukh Al Hayat Medical Complex,92,0.00%,,,,
10000300075171,Pharmacy Nahdi Six Five,92,0.00%,,,,
10000300110044,ARKAN ATYAF OPTICAL-BURAYDH,92,0.00%,,,,
10000300302013,Al-Dawaa Pharmacy No-1243,91,0.00%,,,,
10000000039246,Al-Khobar South,91,0.00%,,,,
10000300109228,QASER AL BASRYAT - BISHA,91,0.00%,,,,
10000300162300,AlDawaa Pharmacy Four hundred and forty two,91,0.00%,,,,
10000300216221,CRAZY OPTICAL,90,0.00%,,,,
10000300189535,hom optical nashnal,90,0.00%,,,,
10000300304332,Al dawaa Pharmacy   nine hundred ninety six,90,0.00%,,,,
10000300125885,AlDawaa Pharmacy Four hundred and sixty nine,90,0.00%,,,,
10000300114533,Pharmacy NahdiT Twelve,90,0.00%,,,,
10000300311626,Al Dawaa Pharmacyone one thousand one hundred fifty five,89,0.00%,,,,
10000300213889,cure line ,89,0.00%,,,,
10000300244934,Vision express Fasaliah Mall,87,0.00%,,,,
10000300103809,AlDawaa Pharmacy One thousand and thirty seven,86,0.00%,,,,
10000300242953,Balsam Medical Center,86,0.00%,,,,
10000000004570,Maternity and Children Hospital Alkharj,86,0.00%,,,,
10000300307194,Al-Dawaa Pharmacy No-1302,86,0.00%,,,,
10000300232525,Abeer International Co Ltd,85,0.00%,,,,
10000300128848,Pharmacy Nahdi One Zero  Four,85,0.00%,,,,
10000300243258,Royal Medical Complex,85,0.00%,,,,
10000000038206,Prince Abdullah bin Abdlaziz bin musaed Cardiac center,85,0.00%,,,,
10000300203781,FARES MEDICAL CLINIC 2,84,0.00%,,,,
10000300324363,Wadi AlMadina Management Consulting Company,84,0.00%,,,,
10000300342217,Doctor M Tuwaiq district branch,84,0.00%,,,,
10000300311030,Nahdi Pharmacy Ninety Eight,84,0.00%,,,,
10000300251392,Pharmacy  Nahdi  Nine  Five,83,0.00%,,,,
10000000003891,Haql General Hospital,82,0.00%,,,,
10000300310636,Al dawaa Pharmacy one thousand three hundred four,81,0.00%,,,,
10000300149752,jarrash medical polyclinic sabya,81,0.00%,,,,
10000300179023,AlDawaa Pharmacy Two hundred and six,81,0.00%,,,,
10000300096102,Pharmacy Nahdi  five,80,0.00%,,,,
10000300179502,Pharmacy Nahdi Six Eight,80,0.00%,,,,
